evaluations raw_y raw_y_best x0 x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 x12 x13 x14 x15 x16 x17 x18 x19 x20 x21 x22 x23 x24 x25 x26 x27 x28 x29 x30 x31 x32 x33 x34 x35 x36 x37 x38 x39
23 19.9198258497 19.9198258497 -4.458333 -4.875000 2.541667 -3.625000 -4.625000 0.041667 4.291667 -0.208333 -3.708333 1.958333 -1.625000 -2.125000 -3.958333 -3.208333 1.375000 -4.541667 2.625000 -3.375000 1.125000 -3.125000 -3.541667 0.541667 2.541667 -0.541667 0.708333 -3.708333 3.791667 3.708333 3.958333 0.541667 -2.541667 0.041667 -2.291667 2.458333 -2.208333 -4.208333 1.875000 -3.875000 2.458333 0.958333
24 52.4967597923 19.9198258497 3.458333 0.541667 -4.625000 0.375000 3.375000 4.875000 -1.791667 -2.125000 3.291667 4.208333 -0.875000 0.625000 -3.208333 -1.125000 0.541667 0.541667 -3.541667 0.625000 3.375000 1.708333 -4.791667 -2.458333 -3.791667 4.458333 -2.041667 2.958333 2.125000 1.208333 -1.625000 -1.125000 1.208333 -1.791667 1.708333 -2.625000 -0.458333 4.291667 -1.958333 -0.958333 0.791667 4.958333
25 60.7935207156 19.9198258497 3.208333 2.875000 -4.791667 1.208333 -4.541667 4.541667 2.041667 1.958333 -4.875000 2.125000 -4.125000 1.208333 3.875000 3.791667 -1.458333 -3.541667 4.291667 -3.791667 2.541667 -4.291667 -1.291667 4.375000 4.541667 -3.791667 3.458333 -1.208333 -3.541667 4.458333 1.958333 -4.708333 0.875000 3.541667 -4.625000 -4.625000 -2.541667 -3.291667 -4.291667 4.791667 -0.625000 -2.875000
26 44.5659391222 19.9198258497 -3.541667 -3.208333 4.958333 -4.458333 -1.708333 -0.375000 1.375000 3.708333 0.791667 1.708333 0.041667 3.208333 -0.125000 -3.375000 -1.958333 1.708333 -0.125000 4.625000 -4.708333 4.125000 -4.208333 0.708333 1.625000 2.541667 -1.291667 0.625000 -1.208333 0.541667 -0.875000 2.041667 3.291667 -1.958333 -2.041667 -1.625000 0.041667 2.291667 -3.458333 -4.041667 -0.041667 2.958333
27 28.5704742556 19.9198258497 -0.375000 -0.958333 1.708333 0.208333 3.125000 2.291667 -0.208333 -0.375000 -3.375000 1.541667 -1.041667 -0.625000 -3.791667 -2.625000 -2.208333 3.791667 3.208333 -1.791667 -3.541667 1.125000 1.958333 -3.708333 3.291667 -2.625000 0.625000 -3.791667 4.125000 -4.375000 2.875000 -3.041667 4.125000 0.791667 -2.375000 2.208333 4.458333 2.958333 1.458333 -2.958333 2.875000 -4.875000
28 43.8893181400 19.9198258497 4.708333 1.375000 3.791667 1.541667 0.541667 -4.291667 -1.375000 0.208333 0.958333 -4.125000 1.375000 -2.958333 4.708333 3.375000 -4.125000 3.458333 -4.458333 1.791667 1.208333 2.125000 2.291667 -2.291667 1.291667 -4.541667 1.541667 -0.208333 1.625000 2.791667 4.708333 -1.958333 1.541667 3.208333 -3.708333 -4.875000 4.125000 -3.708333 1.291667 1.041667 -3.708333 -1.541667
29 57.6458079166 19.9198258497 -2.125000 -1.708333 -4.541667 1.041667 1.708333 -1.875000 3.458333 -2.791667 -1.791667 2.625000 -0.791667 3.625000 -0.041667 -3.458333 3.958333 -1.625000 0.458333 -4.625000 -1.875000 0.375000 -1.541667 1.375000 -0.791667 4.041667 -4.375000 -2.791667 -2.125000 0.208333 -3.791667 0.791667 -2.708333 1.208333 3.875000 4.625000 2.791667 -1.958333 2.708333 -2.541667 -3.458333 1.875000
30 34.7148391353 19.9198258497 -2.791667 -1.875000 -0.125000 -2.875000 2.708333 -3.208333 -2.625000 0.375000 1.375000 4.041667 3.208333 -1.125000 0.291667 0.708333 3.625000 -4.875000 1.541667 3.125000 0.041667 1.958333 -0.875000 -1.541667 -4.625000 -1.041667 -2.875000 -3.958333 -4.541667 -3.458333 1.208333 -2.458333 0.375000 -3.208333 0.291667 -3.041667 -4.875000 4.208333 -1.291667 0.458333 3.708333 -1.875000
31 35.9163752904 19.9198258497 3.125000 1.208333 3.291667 2.041667 -4.125000 3.041667 -4.541667 3.958333 -0.875000 2.458333 -2.625000 3.125000 1.041667 -3.041667 -1.041667 1.958333 -1.125000 -1.708333 4.208333 4.541667 1.625000 -0.375000 1.208333 1.291667 -0.375000 2.291667 0.625000 1.041667 -0.791667 -3.208333 1.291667 -2.875000 -0.708333 1.958333 0.541667 3.958333 0.708333 2.541667 -1.708333 -0.291667
32 54.0043669017 19.9198258497 -3.208333 1.791667 4.208333 -4.041667 0.958333 -3.458333 2.875000 -0.541667 4.375000 -1.958333 -0.375000 -1.458333 2.875000 -2.208333 4.708333 -0.958333 -3.125000 1.208333 4.375000 -2.041667 4.125000 -1.708333 3.458333 1.208333 -0.541667 -3.875000 -0.541667 -1.625000 -2.041667 -3.875000 4.875000 4.208333 -2.208333 4.958333 -1.958333 2.208333 0.458333 -1.791667 3.375000 1.958333
33 31.8585071068 19.9198258497 4.458333 0.708333 0.541667 -1.958333 1.291667 2.375000 4.875000 -1.041667 3.375000 -3.041667 -3.708333 1.125000 1.458333 -4.458333 0.291667 -0.458333 -3.791667 2.875000 3.875000 -1.458333 -4.125000 -0.875000 -1.958333 0.041667 -2.125000 -1.708333 -1.541667 2.291667 -1.125000 1.708333 2.291667 -1.291667 -1.375000 -0.541667 -3.625000 0.208333 1.541667 1.875000 0.375000 0.458333
34 77.4999795259 19.9198258497 -1.041667 -0.625000 2.458333 -3.708333 -2.708333 2.041667 2.791667 -3.291667 -1.958333 -4.875000 1.291667 -1.791667 -2.541667 -0.125000 -0.625000 -1.041667 -2.875000 -2.708333 3.291667 -2.208333 0.541667 3.208333 1.458333 2.375000 4.875000 -3.458333 -3.791667 -0.875000 2.291667 1.875000 -1.625000 1.041667 1.041667 0.291667 -0.291667 3.041667 -4.625000 3.291667 -4.125000 1.208333
35 27.4912251819 19.9198258497 -3.291667 1.125000 4.625000 2.208333 -0.458333 -0.541667 1.958333 -0.125000 -2.708333 0.625000 2.208333 0.875000 -0.541667 4.541667 -2.458333 1.208333 -1.958333 1.125000 3.041667 2.208333 -4.958333 -4.708333 3.708333 2.125000 0.375000 3.458333 -3.208333 -3.125000 2.208333 0.125000 -0.708333 4.958333 -4.875000 -0.958333 4.625000 -1.125000 3.791667 1.625000 -1.041667 3.125000
36 66.5135763222 19.9198258497 -4.791667 -1.625000 -0.708333 3.041667 -3.458333 -0.125000 0.791667 3.875000 2.375000 -2.541667 3.625000 -2.458333 4.291667 2.208333 -0.708333 -1.708333 3.875000 -0.541667 -1.458333 -3.875000 0.875000 -0.541667 -4.458333 3.958333 4.791667 2.375000 -0.208333 -4.541667 3.375000 -1.291667 -1.875000 1.708333 -1.625000 -2.375000 -4.458333 -0.541667 0.041667 2.291667 1.708333 4.708333
37 23.4882286665 19.9198258497 0.958333 -0.291667 -1.875000 -0.875000 2.875000 1.875000 2.708333 3.291667 -1.208333 1.791667 2.541667 -2.625000 0.041667 2.958333 -0.375000 -3.791667 -2.041667 -2.375000 1.291667 -2.291667 1.125000 -3.458333 -0.875000 2.625000 -3.375000 -4.041667 -4.708333 4.375000 1.791667 -3.541667 -0.041667 -3.041667 3.375000 1.458333 -4.208333 -0.041667 3.125000 3.958333 -0.875000 -4.958333
38 60.0619911963 19.9198258497 3.958333 1.041667 1.125000 -0.958333 0.708333 2.625000 -2.541667 3.208333 0.375000 -2.208333 -1.208333 -2.208333 2.958333 3.291667 3.458333 -4.708333 -4.625000 4.208333 1.708333 3.458333 1.208333 -2.958333 2.958333 1.041667 -0.708333 -4.375000 4.875000 -3.958333 3.625000 -1.791667 4.375000 3.458333 -1.958333 -3.541667 -3.791667 0.291667 -3.708333 0.125000 3.541667 3.458333
39 115.6632204627 19.9198258497 -1.625000 -1.291667 2.875000 2.375000 -0.541667 -2.125000 -0.291667 -0.041667 1.625000 -4.458333 -0.125000 -4.875000 2.708333 -1.791667 4.458333 4.541667 1.125000 -0.625000 0.875000 1.458333 -3.291667 3.958333 2.458333 2.875000 -0.791667 2.625000 2.958333 4.708333 0.375000 3.958333 -3.125000 0.291667 4.875000 0.625000 0.125000 1.541667 -2.375000 1.375000 0.041667 -0.375000
40 37.2584862926 19.9198258497 2.958333 -1.541667 -2.791667 2.291667 -1.541667 2.208333 3.541667 -1.125000 2.458333 -4.375000 3.708333 -1.041667 -4.458333 2.291667 -2.291667 -1.541667 4.625000 0.708333 -1.041667 -4.458333 -1.791667 -0.625000 -2.208333 1.875000 3.958333 2.041667 2.041667 2.458333 3.125000 -1.041667 2.791667 3.958333 -0.291667 1.625000 -1.291667 3.291667 -2.791667 2.791667 -0.458333 2.458333
41 42.2686579399 19.9198258497 -1.791667 3.791667 0.291667 4.125000 3.541667 -3.375000 4.791667 0.458333 -0.958333 -3.458333 4.625000 3.458333 0.458333 0.791667 -4.958333 -2.958333 -0.875000 3.291667 0.958333 2.375000 -2.208333 -2.541667 -1.041667 -3.708333 2.041667 1.125000 -4.041667 2.541667 4.625000 1.541667 4.041667 -2.291667 -2.458333 2.125000 -3.291667 -1.041667 -0.958333 2.458333 -2.625000 -2.541667
42 16.1246362860 16.1246362860 4.541667 3.041667 3.375000 -3.125000 -1.791667 -4.041667 3.625000 -1.291667 -4.791667 0.125000 -2.375000 -4.208333 -2.458333 4.625000 -2.791667 1.375000 4.458333 -3.125000 0.625000 -1.125000 1.458333 -2.208333 -0.375000 4.541667 -0.625000 -0.458333 1.041667 0.958333 -2.791667 1.958333 -4.875000 -0.208333 -1.125000 -2.291667 0.375000 3.541667 -0.291667 -1.708333 -4.375000 1.541667
43 97.7644601131 16.1246362860 3.791667 4.125000 -2.041667 4.291667 -0.625000 -3.708333 -4.208333 2.375000 -3.291667 3.708333 -4.875000 4.208333 4.375000 -2.041667 0.458333 0.791667 2.291667 0.791667 -2.791667 -4.375000 -3.958333 2.041667 -2.875000 -2.125000 -2.375000 2.708333 0.875000 4.625000 1.291667 -0.708333 0.541667 -3.958333 4.625000 -1.791667 1.791667 1.125000 -4.375000 0.291667 -0.291667 1.625000
44 70.9344405333 16.1246362860 -1.375000 1.708333 -3.708333 3.958333 -0.791667 -1.458333 -4.125000 3.125000 -4.541667 4.125000 1.791667 0.791667 -3.125000 -3.958333 -4.625000 -0.625000 -1.708333 -4.541667 4.875000 4.375000 4.541667 4.458333 2.875000 -3.541667 -4.291667 4.041667 -0.458333 -4.041667 4.208333 3.041667 0.208333 -4.125000 -3.458333 -4.041667 2.541667 4.458333 4.958333 -3.041667 -0.958333 3.291667
45 40.2208033638 16.1246362860 2.625000 -0.125000 -3.375000 0.125000 -2.875000 -0.875000 -0.541667 4.791667 1.541667 -3.708333 4.875000 3.541667 -1.708333 -3.125000 2.041667 2.791667 0.625000 3.625000 -3.875000 4.458333 2.541667 -1.125000 -2.958333 0.875000 -1.375000 4.791667 1.791667 -1.041667 -4.291667 -3.708333 1.958333 0.625000 -0.541667 -0.208333 -1.375000 -3.541667 2.791667 4.958333 2.541667 3.041667
46 47.7276722953 16.1246362860 -2.541667 0.458333 -1.708333 -1.041667 -4.958333 4.291667 0.291667 -2.375000 -3.541667 -2.041667 -0.625000 -0.291667 -1.625000 -4.875000 2.708333 2.208333 -4.791667 4.791667 4.541667 -1.708333 1.375000 -3.875000 -3.375000 1.791667 -4.458333 2.791667 -4.458333 3.958333 1.041667 4.958333 3.125000 -4.958333 2.375000 3.458333 2.458333 -3.958333 -0.791667 2.208333 4.291667 -0.125000
47 52.2826814371 16.1246362860 -0.958333 -2.708333 -3.791667 -4.125000 -1.375000 -1.791667 -4.458333 1.875000 0.041667 1.625000 -1.875000 0.458333 -2.375000 4.291667 3.125000 1.625000 -1.791667 4.541667 3.125000 -2.708333 -3.458333 3.625000 0.791667 -1.458333 0.958333 3.291667 0.708333 3.041667 3.291667 -1.375000 3.958333 -1.375000 1.458333 3.291667 4.541667 -0.291667 -2.208333 -2.625000 -3.791667 -1.375000
48 35.3168095178 16.1246362860 -1.125000 -1.458333 3.208333 -3.208333 -2.125000 -1.208333 0.375000 -4.291667 -2.375000 0.291667 1.041667 -3.041667 -2.958333 -0.875000 -3.291667 0.041667 0.291667 1.625000 3.708333 -1.875000 -0.208333 -1.458333 4.375000 3.875000 -0.875000 0.791667 -0.375000 -3.291667 -3.958333 -4.125000 -1.375000 1.375000 -2.541667 4.125000 3.291667 -2.458333 0.208333 3.041667 -2.875000 0.541667
49 47.1897809324 16.1246362860 2.125000 -1.125000 -2.541667 1.458333 1.458333 1.375000 1.041667 4.125000 -4.458333 3.125000 2.875000 -0.541667 2.625000 4.208333 1.625000 1.458333 2.375000 -1.875000 4.041667 4.958333 -2.958333 -1.375000 -3.291667 -4.375000 3.541667 -2.958333 1.708333 1.708333 -3.875000 -2.875000 3.458333 3.875000 -1.541667 3.541667 2.875000 2.625000 -4.125000 -1.875000 -2.458333 -2.291667
50 68.4263718178 16.1246362860 -4.125000 -4.458333 3.041667 -3.041667 2.625000 1.458333 2.208333 -0.625000 1.958333 1.041667 3.291667 3.041667 -0.208333 -0.708333 -2.375000 2.458333 -4.125000 0.208333 -0.875000 2.291667 4.208333 2.625000 0.208333 0.208333 0.041667 0.375000 -0.291667 -1.875000 2.708333 -1.625000 0.125000 4.041667 -4.458333 -3.791667 -1.708333 1.958333 0.958333 3.208333 -2.375000 0.208333
51 32.6120636881 16.1246362860 -3.125000 3.708333 0.041667 1.375000 -3.125000 0.291667 3.875000 -3.708333 3.208333 -0.708333 -3.958333 -4.458333 4.041667 1.708333 1.875000 -3.458333 -0.541667 -2.875000 -2.958333 0.458333 -1.375000 -1.208333 -0.041667 -2.875000 3.625000 -1.541667 1.375000 1.875000 -1.708333 0.041667 -2.958333 -0.458333 -1.291667 3.708333 1.875000 -1.291667 -0.708333 -4.625000 -3.625000 -1.125000
52 68.0069509829 16.1246362860 -1.208333 -4.708333 2.708333 0.958333 4.958333 3.458333 -3.875000 1.458333 -0.625000 -4.791667 -1.375000 -3.125000 -4.958333 -3.625000 -2.958333 1.041667 -3.375000 -0.708333 -0.625000 2.625000 -2.458333 0.625000 0.458333 -4.458333 3.125000 -3.208333 -3.958333 0.041667 -0.208333 -4.875000 1.375000 -2.625000 -2.708333 -2.541667 -3.125000 0.458333 4.125000 -4.958333 -3.041667 -2.458333
53 43.7588166418 16.1246362860 -0.041667 1.458333 1.041667 -3.375000 1.125000 1.208333 -0.625000 3.041667 0.625000 1.375000 2.958333 -2.791667 1.708333 -0.791667 -2.708333 2.541667 2.708333 -1.958333 -2.208333 0.958333 3.958333 -0.458333 3.958333 -4.625000 -3.541667 1.041667 -3.291667 -0.791667 -4.125000 4.791667 1.708333 -1.875000 0.541667 4.208333 2.208333 -2.875000 -1.375000 1.708333 4.625000 -1.708333
54 84.7719362346 16.1246362860 -0.875000 -1.791667 -2.625000 3.625000 0.458333 4.375000 -4.958333 0.125000 3.875000 -3.541667 -4.625000 -4.125000 2.291667 1.541667 1.208333 2.708333 -3.958333 -2.291667 0.208333 0.041667 -4.291667 -4.958333 -3.625000 -4.958333 -3.041667 -1.958333 -2.791667 -2.958333 -2.875000 -4.208333 0.458333 4.625000 -3.791667 -0.125000 -4.708333 0.958333 -3.875000 -0.041667 -2.041667 0.375000
55 34.5451652942 16.1246362860 2.208333 4.958333 -2.291667 4.708333 -2.958333 -1.541667 -3.291667 2.458333 -3.791667 -4.625000 3.125000 2.125000 -2.208333 -3.708333 -1.625000 -1.791667 -1.458333 -3.291667 0.708333 1.375000 2.125000 2.958333 0.958333 -0.958333 4.541667 -2.041667 -1.625000 2.375000 3.875000 -0.291667 -4.458333 3.791667 -3.541667 3.791667 -3.875000 4.791667 4.708333 0.958333 4.708333 -2.625000
56 28.7643252665 16.1246362860 1.625000 1.541667 3.541667 -2.791667 -2.041667 1.708333 3.375000 -2.875000 2.125000 -1.541667 -4.708333 -2.875000 0.125000 -2.541667 -4.208333 -3.958333 -0.958333 -0.125000 -2.875000 4.291667 4.958333 -2.125000 4.125000 1.958333 4.708333 2.125000 -0.625000 -3.875000 0.208333 -0.958333 4.791667 -2.708333 -4.791667 0.875000 -1.625000 -3.208333 2.875000 -1.541667 2.291667 -1.041667
57 77.7553625035 16.1246362860 -4.958333 -2.541667 4.291667 1.875000 -0.708333 1.958333 4.458333 -1.625000 4.791667 -2.291667 -2.041667 -0.958333 3.541667 3.208333 -1.708333 -4.958333 3.958333 1.041667 -4.541667 -0.625000 -4.041667 -4.875000 -1.708333 -0.375000 3.875000 4.541667 -3.125000 0.625000 2.458333 -3.125000 -4.625000 0.708333 3.625000 0.958333 -3.041667 0.375000 3.541667 -3.458333 -1.625000 -3.541667
58 32.0515703504 16.1246362860 0.791667 3.458333 -1.208333 -4.708333 1.041667 -3.041667 -0.041667 1.541667 2.958333 -3.375000 2.708333 -1.875000 -2.791667 -2.708333 -0.791667 -3.125000 4.041667 -2.458333 2.125000 4.041667 4.708333 3.541667 -0.625000 -3.208333 -0.208333 -4.208333 0.458333 -1.791667 -1.875000 3.625000 -3.708333 -3.291667 2.291667 0.791667 0.208333 -1.791667 4.875000 4.125000 3.291667 -2.375000
59 27.2170479829 16.1246362860 2.791667 0.375000 2.125000 4.208333 -3.041667 -4.958333 3.791667 -2.625000 -4.291667 3.458333 0.208333 1.791667 -2.125000 3.875000 -3.708333 1.125000 -2.375000 1.875000 4.708333 -0.541667 -1.125000 0.875000 -1.375000 -0.791667 2.125000 -4.791667 3.375000 -4.458333 4.125000 -3.958333 -4.958333 -1.541667 2.541667 1.875000 4.958333 -0.875000 0.875000 3.125000 -0.541667 -4.041667
60 48.3040947616 16.1246362860 1.875000 -4.125000 1.625000 2.125000 -0.875000 -4.375000 -3.125000 -1.375000 1.708333 -2.875000 -1.708333 -1.375000 2.208333 -3.291667 -0.125000 -3.375000 -1.208333 -4.791667 -1.125000 -3.708333 -1.875000 4.875000 -3.041667 -2.041667 -1.625000 -2.625000 -3.041667 3.375000 4.958333 4.375000 -2.625000 3.041667 -4.291667 -1.708333 2.708333 3.375000 4.375000 4.041667 -4.791667 2.375000
61 208.2956636274 16.1246362860 2.041667 2.458333 1.875000 -0.791667 0.625000 2.458333 -1.541667 1.708333 -3.208333 -0.625000 4.958333 1.541667 0.625000 -0.458333 -3.541667 -3.208333 -4.041667 2.791667 -4.791667 -1.791667 -4.375000 4.958333 -0.541667 4.375000 0.208333 4.375000 -3.375000 1.125000 4.541667 2.875000 -1.291667 3.708333 -3.125000 -1.875000 0.791667 4.375000 -3.375000 1.958333 -3.291667 -3.791667
62 73.5938524332 16.1246362860 -4.375000 2.625000 0.791667 -1.875000 -4.708333 -1.041667 -2.958333 4.875000 4.875000 3.041667 -3.458333 3.875000 4.875000 4.125000 -4.291667 0.458333 3.625000 3.208333 -0.541667 0.875000 4.458333 4.541667 0.125000 2.291667 -2.791667 -0.708333 -2.458333 0.875000 -4.791667 4.208333 -3.625000 2.041667 0.125000 0.041667 1.625000 4.541667 -2.125000 -3.208333 1.958333 -1.208333
63 35.7832958760 16.1246362860 2.541667 4.208333 1.541667 -2.208333 4.791667 -2.291667 3.041667 -3.541667 -4.375000 3.291667 -4.541667 0.708333 2.541667 4.041667 2.458333 3.708333 2.958333 4.875000 -1.291667 0.708333 -0.125000 1.125000 -3.541667 -4.041667 2.541667 -3.375000 -1.708333 0.375000 -3.041667 -0.041667 1.791667 -4.625000 -4.375000 -0.458333 -0.625000 -2.625000 -4.708333 0.875000 -4.208333 3.208333
64 87.7565638316 16.1246362860 -0.125000 2.125000 -4.208333 -1.708333 4.875000 0.375000 -3.708333 -1.708333 -1.458333 -3.791667 -1.125000 0.958333 -1.458333 -1.041667 0.958333 -2.791667 -2.958333 -1.291667 -4.125000 -3.291667 -0.541667 -1.291667 1.791667 2.458333 -1.541667 4.125000 -0.875000 -2.791667 -2.375000 0.458333 0.791667 -1.041667 4.125000 2.875000 -1.458333 -1.208333 -1.208333 -4.791667 -1.958333 -4.708333
65 75.9600273368 16.1246362860 -3.958333 0.875000 -3.208333 -4.958333 -3.541667 0.625000 -1.875000 1.041667 -4.125000 2.708333 3.791667 -0.208333 2.458333 2.125000 -4.791667 1.541667 1.291667 3.458333 -3.041667 -1.625000 -3.041667 1.791667 0.041667 2.958333 -1.958333 -1.041667 2.208333 -3.708333 0.958333 -2.958333 2.875000 -0.958333 1.541667 -0.041667 -2.625000 -0.125000 3.958333 -0.375000 3.791667 -3.708333
66 45.3496021661 16.1246362860 3.708333 0.208333 -1.375000 1.291667 2.375000 1.791667 4.541667 4.291667 2.041667 0.875000 -0.208333 -3.708333 -2.875000 -4.291667 0.708333 -1.958333 -0.708333 2.375000 -1.708333 -4.958333 -0.375000 2.208333 -2.791667 -4.208333 -1.875000 -0.291667 4.708333 -2.041667 2.125000 4.541667 4.541667 -2.375000 -4.708333 3.958333 -4.625000 -3.458333 -1.625000 4.458333 2.708333 -4.208333
67 54.7954170348 16.1246362860 1.958333 -4.791667 -1.125000 -1.375000 2.958333 3.958333 -1.208333 1.125000 -3.875000 0.541667 4.375000 -3.791667 4.125000 3.041667 2.958333 0.125000 -1.041667 0.958333 -0.708333 -4.625000 2.875000 -4.541667 -4.291667 4.958333 -2.208333 2.541667 -2.625000 -3.791667 -1.958333 -2.208333 -4.208333 2.208333 -2.625000 1.125000 -0.375000 3.625000 4.458333 0.041667 -2.541667 3.541667
68 34.9035990019 16.1246362860 4.291667 1.875000 0.125000 -4.541667 -1.625000 0.541667 -2.875000 2.208333 -0.791667 0.708333 1.208333 2.625000 -1.875000 2.541667 1.791667 0.208333 -4.958333 2.708333 -2.458333 -2.791667 3.708333 1.041667 1.125000 2.208333 2.958333 -0.791667 3.291667 -0.375000 2.041667 0.375000 1.458333 -2.125000 3.708333 4.458333 -4.375000 -2.791667 0.125000 -1.625000 -0.708333 -3.458333
69 66.0951842300 16.1246362860 -2.041667 -0.208333 -3.958333 -4.208333 4.291667 0.208333 0.208333 -2.291667 -3.625000 3.958333 2.458333 2.708333 -2.708333 3.125000 -3.375000 -4.041667 1.458333 -0.458333 -2.375000 4.708333 -3.708333 4.291667 0.375000 3.208333 2.375000 0.875000 -4.791667 -2.708333 0.791667 -4.958333 3.041667 3.125000 -3.958333 2.791667 -3.458333 -3.375000 1.208333 0.208333 -0.125000 2.875000
70 47.9450054207 16.1246362860 -0.625000 -3.708333 4.375000 -4.291667 -1.458333 4.791667 1.708333 -1.208333 -1.041667 -0.541667 0.458333 -0.791667 1.291667 -4.791667 4.791667 0.875000 -3.041667 -4.458333 1.458333 4.875000 -0.625000 -4.125000 4.708333 0.708333 -4.041667 -4.625000 1.125000 4.791667 0.875000 4.708333 -1.791667 -1.708333 4.708333 3.375000 4.875000 0.875000 -3.541667 -3.541667 3.958333 2.125000
71 41.0060182226 16.1246362860 2.375000 -0.458333 4.541667 3.875000 1.625000 2.958333 -1.291667 -0.791667 4.458333 -3.208333 -2.458333 -2.041667 4.208333 -1.458333 -1.791667 -2.041667 1.041667 2.125000 3.958333 -0.208333 2.708333 -4.791667 -0.291667 1.375000 4.625000 -0.958333 1.958333 -2.208333 -1.541667 1.625000 -4.375000 -1.208333 1.125000 -2.041667 2.958333 -0.791667 4.291667 4.875000 3.458333 -0.708333
72 25.3608697960 16.1246362860 0.291667 -2.625000 -3.625000 1.958333 -4.375000 -4.875000 0.708333 -3.958333 -0.375000 -4.208333 -3.875000 -0.458333 4.958333 -4.958333 4.875000 -1.208333 3.375000 -4.291667 1.375000 1.625000 2.375000 -4.375000 -4.208333 3.041667 0.291667 1.291667 1.208333 -4.708333 0.291667 2.458333 0.625000 -0.708333 -0.125000 4.291667 1.041667 -3.041667 1.375000 3.708333 -4.958333 -3.208333
73 65.5098287272 16.1246362860 -2.375000 0.791667 -0.625000 -4.875000 -3.291667 3.375000 0.041667 -4.125000 4.958333 -3.625000 -3.291667 -4.375000 -1.958333 4.708333 -0.958333 -4.125000 1.708333 1.708333 1.541667 -2.541667 4.875000 -4.041667 2.208333 -1.875000 -4.125000 3.125000 -0.791667 -3.208333 -4.208333 -4.458333 -1.041667 0.125000 -0.875000 2.958333 -0.208333 -2.208333 3.291667 -0.625000 -4.291667 2.291667
74 44.3187160750 16.1246362860 4.791667 1.291667 3.458333 1.791667 -1.125000 -4.458333 -0.125000 -2.041667 4.041667 -4.291667 0.125000 2.541667 -1.375000 -2.291667 4.041667 -3.625000 4.708333 -1.625000 -4.291667 0.125000 -2.875000 0.291667 -2.625000 4.875000 2.875000 -2.708333 0.541667 2.625000 4.875000 -0.375000 -0.208333 -2.458333 -0.791667 1.375000 4.375000 2.041667 -2.708333 -2.708333 1.125000 -2.208333
75 142.3262441589 16.1246362860 0.625000 0.291667 2.208333 -0.625000 -0.375000 -2.625000 -0.458333 -1.458333 -1.708333 2.541667 -4.041667 4.041667 4.625000 4.958333 0.625000 3.208333 -4.208333 3.041667 3.625000 -4.875000 -0.041667 -3.041667 -1.875000 -2.375000 1.791667 0.708333 0.208333 -1.458333 -2.958333 4.291667 0.291667 2.875000 4.958333 0.458333 4.291667 -4.625000 -0.041667 -4.125000 4.875000 3.958333
76 87.2885979578 16.1246362860 -4.291667 0.625000 -3.125000 -1.541667 3.625000 4.958333 0.541667 -1.958333 -0.291667 1.458333 0.291667 -4.791667 0.958333 1.375000 2.625000 -1.125000 -0.458333 -1.375000 -3.375000 1.791667 -1.958333 3.291667 -4.375000 -0.208333 -0.458333 -3.041667 -1.125000 3.208333 3.708333 0.208333 -3.458333 -4.041667 -4.125000 -0.375000 0.458333 0.041667 -1.875000 3.458333 -2.791667 0.125000
77 22.4874308447 16.1246362860 -0.208333 -1.208333 -1.958333 -1.291667 -3.208333 -1.625000 4.958333 -3.125000 -0.041667 -1.375000 0.958333 -1.708333 -3.541667 -3.791667 2.541667 -0.708333 -0.208333 2.541667 -2.125000 2.458333 1.291667 3.375000 -4.125000 4.708333 -4.708333 4.291667 -0.708333 0.708333 -0.958333 -3.375000 3.875000 4.125000 -4.958333 -3.958333 3.625000 1.291667 -0.125000 -1.958333 -3.208333 -1.291667
78 24.1854831848 16.1246362860 1.208333 0.125000 -2.458333 -0.125000 -1.041667 1.625000 0.625000 -0.708333 -1.875000 -3.875000 1.875000 0.208333 -3.041667 1.875000 -3.208333 -0.875000 -2.708333 3.958333 -4.041667 -0.708333 -4.625000 2.791667 -3.125000 -3.041667 0.125000 -0.041667 -3.458333 3.125000 3.208333 3.291667 -4.291667 -3.541667 -1.875000 -2.125000 -2.875000 -2.541667 3.625000 1.208333 0.125000 1.708333
79 58.2257746651 16.1246362860 -0.708333 -2.291667 4.708333 -0.208333 -3.875000 0.708333 -3.958333 1.291667 -2.291667 0.041667 0.375000 2.375000 -3.375000 0.458333 3.541667 -0.125000 2.541667 -3.208333 4.958333 -4.708333 2.791667 4.708333 -3.708333 0.625000 -0.041667 -2.291667 2.625000 -1.208333 4.375000 -0.625000 -2.125000 4.458333 4.041667 -1.541667 -0.125000 -2.125000 -3.291667 -0.291667 4.791667 4.791667
80 55.6307715728 16.1246362860 -0.791667 4.291667 -4.125000 1.708333 3.208333 -3.291667 -1.125000 -4.041667 2.291667 -1.791667 -3.541667 -2.291667 -4.875000 1.958333 -1.208333 2.958333 -3.291667 -4.208333 -0.041667 0.291667 4.625000 -1.625000 -0.708333 0.458333 1.375000 -0.541667 1.458333 -2.291667 -3.458333 -1.541667 -3.791667 4.375000 2.708333 -3.458333 3.458333 1.208333 -3.125000 -0.541667 3.208333 1.041667
