evaluations raw_y raw_y_best x0 x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 x12 x13 x14 x15 x16 x17 x18 x19
52 38.4846291196 17.5127464467 -1.250000 2.083333 -2.583333 1.583333 -3.583333 -3.916667 2.416667 4.583333 2.083333 -2.416667 -3.083333 4.083333 -3.750000 -4.416667 -0.250000 3.916667 4.916667 -4.750000 3.750000 -3.416667
53 75.3785624421 17.5127464467 -3.583333 -2.416667 0.416667 -2.083333 2.083333 -0.083333 -3.916667 1.916667 -3.583333 -0.083333 4.583333 4.416667 3.250000 -2.583333 -1.416667 -0.083333 3.750000 3.916667 -3.083333 -4.083333
54 19.7794295057 17.5127464467 0.416667 2.250000 -0.250000 -0.416667 -0.250000 -2.083333 1.416667 -4.750000 4.250000 -0.583333 4.916667 -4.083333 -0.416667 1.250000 -2.083333 1.416667 -4.583333 0.083333 4.583333 -0.083333
55 28.7071539665 17.5127464467 3.583333 -4.416667 -4.750000 4.250000 3.416667 -2.250000 -2.750000 -0.750000 1.916667 2.250000 0.416667 -2.250000 -3.416667 0.250000 -1.583333 -1.250000 4.583333 -2.583333 -4.916667 -2.583333
56 26.1429710463 17.5127464467 2.416667 1.583333 -3.416667 0.083333 -4.583333 -1.916667 -2.916667 3.750000 4.583333 4.083333 -4.083333 -2.083333 4.250000 0.916667 4.583333 1.250000 -3.750000 -2.750000 1.083333 -0.416667
57 113.3545967476 17.5127464467 -2.916667 -4.916667 2.250000 -3.916667 3.583333 -0.750000 0.416667 -3.750000 -4.083333 0.083333 0.250000 -0.583333 4.416667 -4.583333 -2.416667 2.583333 0.416667 -4.083333 3.416667 4.083333
58 26.6314377369 17.5127464467 0.916667 -0.083333 -3.083333 -3.250000 -0.583333 -3.416667 -4.083333 -0.250000 1.083333 -1.250000 -2.750000 -3.416667 1.083333 1.916667 0.916667 -4.916667 4.083333 0.916667 3.250000 -1.250000
59 30.7566274714 17.5127464467 3.916667 -3.583333 -1.250000 2.583333 2.583333 -1.416667 -3.250000 0.583333 0.583333 -4.750000 1.750000 0.416667 -0.750000 -0.250000 -0.583333 0.583333 0.250000 1.250000 -3.750000 2.583333
60 31.9488831124 17.5127464467 2.083333 -2.916667 -2.250000 0.916667 4.583333 3.583333 -3.583333 3.416667 -1.083333 1.250000 2.250000 1.083333 0.750000 4.250000 -4.916667 4.250000 0.083333 -1.916667 -4.583333 -2.750000
61 17.3741407669 17.3741407669 1.598370 -0.771393 -0.456225 0.556453 0.234325 -1.982646 -0.789870 3.680684 -0.833146 -0.160319 1.638284 -0.592146 1.021411 -0.330583 0.407157 -0.151773 0.022095 2.519532 -3.195832 -3.321972
62 21.8694303143 17.3741407669 1.172277 1.799744 -4.113768 -3.241749 -3.207216 -1.430921 -0.014164 -0.791637 2.818443 1.371362 -2.493789 -0.960696 1.661815 1.638992 2.699636 -2.307351 -0.943653 -1.693871 3.756263 -0.328231
63 26.8752825831 17.3741407669 1.601034 3.227973 3.676526 0.058274 -1.887485 -2.237501 0.781997 -0.393981 0.416041 -2.483195 0.474894 0.474092 -0.284189 -1.852804 3.114425 -1.656444 2.460238 1.103398 4.105491 -1.661437
64 34.1629927531 17.3741407669 3.738237 1.381822 2.251344 -1.820814 -4.351121 -3.347420 -1.283805 -4.548001 4.538128 -1.332911 4.675773 -2.034535 1.103302 -3.146742 4.000726 -3.560165 -3.435291 0.410949 3.523460 0.956628
65 11.1532922516 11.1532922516 0.567893 0.125357 1.458561 1.686738 0.497919 -0.070838 -0.557426 1.242227 -0.740897 0.863917 0.190957 0.839783 0.449145 -0.421702 -1.017148 1.187472 -0.450871 0.297782 -1.116703 -1.167088
66 26.7389275483 11.1532922516 1.204346 -4.213196 -4.176673 -2.105553 -1.826118 -3.116642 -1.771268 0.255715 2.389960 0.925966 2.644309 -3.330410 4.672153 3.272684 1.353706 -4.425300 -0.928696 -2.603662 -1.141047 -2.431308
67 22.2658494063 11.1532922516 -1.488314 -2.902407 -2.811649 -0.783922 4.130553 0.681014 -1.529903 1.083131 -1.443574 2.262773 -3.282448 -3.812837 3.239325 0.507033 -0.301237 1.074396 -2.874417 2.302314 -1.788345 1.452588
68 11.3870441714 11.1532922516 1.863944 0.196176 1.162850 0.897194 -0.500743 -1.178732 -2.107212 -1.345879 2.405708 -2.142570 4.155411 -4.261476 0.523339 0.300676 -1.830862 -1.202877 -1.900975 1.587119 0.540058 -2.096413
69 19.9814829472 11.1532922516 1.912103 -1.208037 -1.668306 0.845347 -0.368492 2.666985 -2.562423 -1.734605 0.480214 0.257937 0.260599 -1.606680 4.926217 2.457213 -1.380573 2.518928 -1.753615 -4.577161 -1.488826 -3.282919
70 15.7088239073 11.1532922516 4.684941 3.170443 1.107024 -0.680371 -0.788027 0.652478 -2.031720 -2.686681 4.983959 -4.276708 3.087657 -0.727993 3.160246 1.080515 0.770861 -1.089830 -0.135457 0.902664 3.092128 2.186333
71 60.1358427881 11.1532922516 3.744536 -0.767050 -2.888312 0.398425 0.656284 1.519732 -4.875326 -1.922260 3.523017 1.634911 3.634418 -0.405545 4.325586 2.562415 0.607566 -1.212110 -2.701909 -3.694945 -0.174745 3.789694
72 13.0909150088 11.1532922516 -2.640835 1.437660 2.075459 -0.600765 -1.355022 0.495998 -0.202228 1.487092 -0.990883 1.350158 1.472586 -2.445334 1.372763 0.187116 1.899299 -0.613560 -2.780676 -0.540431 1.464693 0.176534
73 23.3881464826 11.1532922516 1.925262 -1.488740 0.647533 -1.168058 -0.283660 -2.918929 1.500385 -3.738589 3.965042 1.379076 3.146908 -3.509775 4.763903 2.205006 0.081972 -0.830651 -2.554922 -1.465623 0.176805 1.108102
74 19.2038602982 11.1532922516 2.669673 -3.059459 -4.543034 -0.150699 3.579591 -2.849735 -0.267274 -1.031381 2.593138 0.071067 -1.629597 0.029245 3.011005 0.553126 0.585914 -0.755861 -0.995831 0.884420 1.610759 4.722970
75 46.2652021068 11.1532922516 0.026247 -1.656473 1.478270 2.386898 2.788884 0.391904 -3.773725 0.923337 -1.817979 1.759796 -0.080007 -0.486147 0.766747 -0.134474 2.276108 -1.656805 -1.240233 2.512244 -1.640824 4.266658
76 11.4543422207 11.1532922516 1.600586 -1.057185 -0.847972 -0.960254 0.009922 -3.700129 1.559510 -1.306517 2.434466 -0.951484 2.127926 -1.892441 2.716422 -0.054611 0.143529 -1.129571 -2.329542 0.766037 1.964009 -0.045793
77 269.1126229777 11.1532922516 0.252728 3.010237 -0.477794 -4.476606 -0.111586 0.592455 2.087747 -2.914063 -2.024500 2.745642 2.239386 2.800484 -1.047308 -2.350841 3.851768 -1.711681 -0.083140 0.908327 -0.380105 4.495483
78 17.0929935477 11.1532922516 1.999395 -1.606455 -1.472396 0.323873 -0.504046 -0.601053 -3.457610 0.060377 1.738625 1.450252 1.494801 -0.736595 -1.448182 0.608867 -0.512403 -2.565207 1.553625 0.033333 -2.877786 -1.040939
79 37.6928629694 11.1532922516 2.452838 -4.876040 -2.869406 3.612816 3.069155 0.861034 -4.154439 -0.690185 1.416127 0.566727 3.936343 0.684684 0.657618 1.552076 -4.738501 0.090117 -1.459092 -4.694732 -2.625001 -0.458961
80 18.7951016619 11.1532922516 0.242090 -1.653004 -0.260904 3.039457 1.534640 -0.021365 -3.046945 0.011554 -0.942775 2.460869 -2.458207 -4.756955 0.289978 1.545372 1.954058 0.864700 1.204523 1.236299 -3.777021 0.227207
81 17.4257948455 11.1532922516 -1.092682 -2.536266 -1.008908 3.668698 0.572399 1.752709 -3.400013 0.756052 -1.026198 2.776221 2.639488 -1.261991 -1.512925 1.438584 -4.089557 0.260173 -3.050366 -4.890149 -1.835831 -3.395588
82 16.1290498556 11.1532922516 1.140870 -1.365435 -4.485071 -0.203689 2.085379 -2.057701 0.995683 3.364332 0.178289 -0.236118 -0.453250 2.864719 2.423271 -0.315484 -2.375104 0.511459 -0.766268 -0.709216 2.101843 -1.469109
83 19.9547855915 11.1532922516 -1.565649 0.881381 0.636393 2.012178 1.381377 2.267830 -3.337630 2.621312 -3.223129 2.891629 -3.759419 -0.519796 -1.164199 -0.071153 1.941943 -0.238467 -0.840076 2.275889 -1.107975 1.200656
84 11.8442632605 11.1532922516 0.286711 1.270606 -2.514755 -0.000445 -1.219791 -0.425337 0.309590 -0.690365 -0.818712 2.246783 0.088739 -1.396997 -0.075567 0.815698 -0.078007 0.772556 -1.017546 -1.296595 0.023677 -2.013984
85 34.7207820694 11.1532922516 3.587451 0.854070 2.591630 -0.492002 -0.973977 -3.706281 0.897726 -1.370188 3.750963 -2.324422 -0.904997 2.873255 -0.015714 -0.720935 2.291960 -3.109532 2.502723 2.744798 3.290653 2.137466
86 19.9359364716 11.1532922516 -0.678052 -0.405690 1.204596 -0.112891 0.963337 1.481572 -2.538365 0.991022 -0.740010 1.295318 -1.578152 -3.206769 1.372275 0.886293 1.319157 -0.625709 1.036127 1.201484 -2.239388 -2.039769
87 12.3727414627 11.1532922516 -0.760115 2.046822 1.940063 3.642587 0.478131 1.753478 -1.975545 -1.172181 -1.374714 2.785876 0.844906 -2.721913 -3.376108 -0.299019 -0.962371 0.939964 -3.303352 -0.865082 -0.294403 -1.179464
88 24.0831491937 11.1532922516 3.670385 -1.221885 -2.649315 1.515180 -0.381503 -4.283700 -0.360846 0.005982 2.360544 -0.329257 -2.352683 2.158444 -1.221984 -0.558630 0.899797 -1.353666 1.823153 1.360615 1.379930 1.023806
89 20.4815660963 11.1532922516 -0.388355 -0.942621 -4.319620 0.317814 4.037661 0.855097 -1.463616 2.482777 -1.573145 1.131781 -2.820188 -1.140632 2.530289 0.062610 2.019306 1.561403 0.589454 0.473525 -0.119493 3.288047
90 76.9456480006 11.1532922516 -0.451736 3.883967 -1.573943 -2.341740 -2.729413 3.847983 -1.189701 1.040806 -1.034513 3.390215 -0.204629 -0.611886 1.832818 2.882077 1.753919 1.637511 0.482217 -0.365260 -3.404766 1.490140
91 13.7633187155 11.1532922516 1.608392 0.274900 -1.959517 1.200834 -1.794687 2.801108 -3.931807 -2.742200 -0.075206 0.708662 1.078652 -0.997215 1.198502 2.740978 1.068356 -0.256676 -1.907132 -3.917049 -0.225563 -0.301776
92 19.7887236153 11.1532922516 1.209999 3.091031 -1.531119 -0.487183 -2.820440 -3.538821 3.696620 2.068644 1.522206 2.641696 1.154476 4.815727 -3.024440 -2.835608 0.437918 1.385009 0.832867 -0.640940 0.936968 3.426497
93 18.8818459463 11.1532922516 0.528522 -0.716275 -4.133009 -1.463661 -1.501000 -1.331102 -1.822713 1.116252 1.694068 1.265394 -0.841285 -2.826949 0.737990 2.451267 -0.182957 -2.606045 -0.383569 0.960711 0.238544 -2.285699
94 15.1123345355 11.1532922516 0.561516 -1.346029 -2.133578 1.382026 1.085285 -0.954626 -0.239358 1.263722 0.516034 0.212938 1.220527 3.148961 -0.677021 -2.234032 -0.325778 0.626684 -1.888641 -2.751328 1.753233 3.118327
95 13.6418804696 11.1532922516 -1.367069 -3.254697 4.661922 -2.417536 -2.485467 -4.248862 3.752403 0.350912 4.578848 0.968962 2.953229 -0.444918 2.905016 0.834271 -1.276492 -1.780947 -1.755748 -0.325961 -0.586297 1.603587
evaluations raw_y raw_y_best x0 x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 x12 x13 x14 x15 x16 x17 x18 x19
1 23.8366608834 23.8366608834 -4.916667 -1.250000 -1.583333 -2.083333 -0.083333 -2.916667 -0.750000 -4.250000 -0.083333 -3.083333 3.250000 3.083333 2.583333 -4.083333 -3.416667 -2.916667 0.083333 3.750000 -4.750000 -4.250000
2 47.4612192095 23.8366608834 -1.916667 -3.250000 -2.916667 -3.916667 2.250000 -2.250000 -3.916667 -1.583333 -0.416667 3.750000 -0.583333 0.916667 4.416667 -2.083333 4.583333 1.750000 2.583333 2.250000 0.416667 4.250000
3 29.6610769395 23.8366608834 -0.250000 -4.583333 -4.416667 -2.583333 -0.250000 -0.250000 4.583333 1.750000 3.416667 2.083333 -0.750000 2.583333 3.083333 0.583333 0.083333 2.583333 -2.750000 -1.916667 -2.750000 2.916667
4 21.7045227041 21.7045227041 1.083333 -0.750000 3.916667 2.083333 0.750000 3.583333 -3.416667 -2.250000 -0.250000 0.083333 4.750000 3.916667 -2.583333 -3.416667 1.250000 -4.083333 2.750000 3.916667 3.750000 0.583333
5 21.5523311451 21.5523311451 -4.416667 0.416667 2.416667 1.250000 3.916667 -4.250000 -1.750000 0.250000 0.916667 -1.416667 -0.083333 -3.416667 1.583333 0.083333 -0.250000 -3.583333 1.916667 -2.416667 0.083333 3.750000
6 22.8442834301 21.5523311451 3.250000 1.583333 -0.583333 -2.250000 1.083333 -0.916667 1.083333 1.916667 -2.583333 -4.416667 3.583333 4.416667 -2.416667 -3.583333 2.416667 -1.416667 -4.916667 -4.916667 3.916667 0.416667
7 70.2785842494 21.5523311451 -2.750000 2.583333 -0.916667 -4.916667 0.916667 4.416667 -0.083333 -2.083333 -3.750000 1.250000 -4.083333 4.750000 -4.250000 4.250000 -0.916667 1.916667 -1.916667 4.083333 1.916667 -2.250000
8 97.4259837754 21.5523311451 0.250000 -3.083333 0.916667 2.583333 -0.416667 1.083333 3.750000 4.916667 -3.583333 -0.250000 -4.750000 -3.750000 3.583333 2.916667 -3.083333 3.250000 0.416667 -3.083333 -0.916667 0.083333
9 52.9895977668 21.5523311451 -3.083333 -2.250000 4.750000 -2.750000 3.250000 -0.083333 -4.083333 -1.250000 0.416667 -3.750000 1.583333 -1.916667 3.250000 2.250000 1.583333 4.916667 -4.750000 2.416667 2.250000 2.250000
10 35.6281590635 21.5523311451 -0.583333 1.416667 4.250000 0.750000 -1.416667 -3.750000 0.083333 -2.916667 0.583333 -1.583333 3.750000 -1.583333 -3.916667 -1.750000 1.750000 4.416667 1.083333 2.583333 4.416667 -2.083333
11 56.1957454127 21.5523311451 -4.750000 3.416667 -4.916667 2.916667 0.083333 0.583333 1.750000 -0.083333 4.250000 1.083333 -3.416667 -4.750000 -4.083333 -0.750000 -2.750000 3.416667 -0.916667 -0.083333 -0.250000 -0.083333
12 24.3418836167 21.5523311451 2.416667 -0.250000 1.083333 -4.583333 2.083333 0.416667 4.250000 0.916667 -3.083333 4.916667 0.083333 3.416667 -1.583333 -1.916667 -4.583333 -4.250000 3.416667 0.416667 2.916667 4.416667
13 59.6700183574 21.5523311451 2.916667 -0.083333 0.583333 2.750000 3.583333 -0.750000 0.916667 -3.750000 1.583333 1.583333 1.083333 -0.250000 0.583333 -3.916667 -1.583333 0.583333 -3.250000 -3.416667 3.416667 -1.583333
14 76.0927579568 21.5523311451 2.750000 0.250000 2.250000 1.083333 3.083333 -3.916667 -0.583333 -4.583333 2.750000 4.250000 -0.416667 0.583333 2.250000 -4.416667 -4.083333 -0.750000 -4.583333 1.916667 -1.750000 -4.083333
15 31.4503481484 21.5523311451 0.583333 4.583333 -3.416667 0.416667 -0.750000 2.250000 -0.250000 -2.583333 -2.750000 -1.750000 0.250000 1.583333 -1.083333 -2.416667 4.416667 -3.250000 3.250000 2.083333 2.416667 -0.583333
16 87.6062647422 21.5523311451 4.083333 -4.916667 -3.583333 1.583333 3.416667 1.250000 -1.083333 0.416667 -4.583333 1.916667 -2.750000 -0.583333 -0.916667 4.416667 -1.916667 -0.583333 -0.750000 -4.583333 -3.583333 -4.416667
17 260.8421723897 21.5523311451 3.750000 3.583333 -3.750000 -1.250000 -2.916667 2.416667 -0.916667 4.583333 4.916667 3.083333 4.583333 -2.250000 4.583333 -0.083333 0.583333 2.250000 -3.083333 4.750000 -0.583333 1.583333
18 48.8625153011 21.5523311451 2.250000 2.916667 3.083333 -2.916667 4.750000 -1.750000 -4.250000 3.916667 -0.583333 -2.583333 -0.250000 -1.250000 -4.750000 -4.916667 3.583333 4.750000 -3.916667 4.583333 -4.916667 -3.916667
19 36.9447911314 21.5523311451 -1.416667 1.916667 -1.916667 4.916667 -1.083333 4.916667 4.416667 -3.583333 1.916667 4.583333 -2.083333 -0.416667 -0.583333 -3.083333 -0.583333 -2.083333 3.750000 3.250000 3.250000 3.416667
20 86.6989910940 21.5523311451 1.416667 1.250000 -3.250000 -3.250000 4.583333 3.083333 -1.916667 1.083333 -3.916667 -1.916667 -3.250000 -0.916667 1.250000 0.916667 4.250000 4.083333 -2.250000 -0.416667 -3.250000 0.916667
21 27.8307552152 21.5523311451 2.583333 -3.750000 -1.750000 0.916667 0.250000 -1.583333 4.916667 -0.250000 -2.083333 -0.583333 -1.583333 0.250000 2.750000 1.583333 2.916667 -0.250000 -1.416667 -1.250000 1.250000 -1.750000
22 44.4097637754 21.5523311451 0.083333 -3.416667 2.916667 -2.416667 1.916667 3.750000 3.083333 -2.416667 -1.083333 2.250000 -1.416667 3.750000 -1.250000 3.083333 -1.250000 -2.416667 -0.250000 1.416667 1.583333 -0.416667
23 41.2442456512 21.5523311451 4.583333 -2.583333 -4.083333 -1.083333 -4.916667 -4.750000 -1.250000 0.583333 3.250000 4.083333 3.083333 1.416667 -3.083333 2.750000 2.583333 1.250000 3.083333 4.416667 4.083333 1.083333
24 43.1627468679 21.5523311451 -0.416667 2.750000 2.083333 3.083333 -3.750000 3.916667 1.916667 0.083333 2.583333 -2.916667 -3.083333 2.416667 1.916667 -0.583333 -0.083333 4.583333 -2.416667 -0.583333 1.083333 -2.416667
25 117.5787831781 21.5523311451 1.916667 -1.083333 -4.750000 -1.583333 4.916667 4.750000 0.583333 -0.750000 4.750000 4.416667 -3.583333 4.250000 -3.250000 1.750000 -4.250000 -1.083333 -1.083333 0.916667 -3.750000 3.583333
26 19.9947931322 19.9947931322 -0.916667 2.083333 -3.083333 2.416667 -1.250000 -3.583333 1.583333 -1.416667 -3.416667 -0.416667 -0.916667 2.916667 0.416667 -1.083333 -3.750000 3.750000 -3.583333 1.083333 4.583333 -0.750000
27 22.4063943460 19.9947931322 -3.416667 4.750000 0.750000 3.250000 0.416667 -4.416667 2.416667 4.250000 3.083333 0.916667 0.750000 0.083333 -0.750000 -2.583333 -2.916667 -3.083333 0.750000 -3.916667 2.083333 2.083333
28 59.0337419338 19.9947931322 -1.083333 3.250000 -3.916667 0.083333 -3.583333 1.916667 -4.416667 -3.083333 -1.416667 -3.250000 3.916667 -2.083333 -2.916667 -4.583333 1.916667 -3.750000 4.083333 -4.083333 -2.250000 -3.083333
29 51.2688269369 19.9947931322 -4.250000 -3.583333 4.916667 -0.750000 4.416667 2.916667 4.083333 -3.416667 2.083333 3.916667 2.250000 0.750000 4.083333 4.083333 -1.750000 0.750000 4.416667 -3.583333 -4.416667 1.916667
30 42.8375687940 19.9947931322 -2.916667 1.083333 1.916667 0.583333 -2.250000 -2.583333 -3.583333 2.583333 0.750000 -0.916667 0.416667 -3.583333 -1.750000 0.416667 0.916667 4.250000 -2.583333 4.250000 -3.083333 -4.583333
31 138.6358414903 19.9947931322 -1.583333 -2.416667 -1.250000 -1.750000 -4.083333 2.083333 2.083333 4.083333 -4.250000 -2.250000 -2.916667 -3.916667 2.083333 0.750000 0.416667 -4.583333 0.916667 -0.916667 -1.916667 3.250000
32 56.2920521287 19.9947931322 3.583333 -2.750000 1.583333 4.083333 -3.916667 2.583333 -1.583333 -4.750000 -2.916667 -4.083333 2.916667 1.916667 -2.750000 -1.250000 -4.416667 -0.916667 0.250000 -0.750000 3.583333 4.916667
33 74.4406392354 19.9947931322 4.250000 -2.083333 4.083333 -3.083333 -4.250000 4.083333 2.583333 1.250000 -1.250000 -3.916667 1.750000 -2.916667 1.416667 1.250000 3.416667 2.916667 -4.083333 0.583333 1.416667 4.583333
34 20.1067157763 19.9947931322 -2.250000 3.083333 0.416667 -4.083333 -1.750000 -1.416667 -4.583333 -1.916667 -1.583333 0.750000 -1.916667 2.750000 -2.250000 2.083333 3.083333 -3.416667 -1.750000 1.250000 -2.916667 3.916667
35 46.9040924220 19.9947931322 -4.583333 -4.083333 -0.750000 1.416667 -3.083333 3.250000 -1.416667 -0.583333 4.083333 0.250000 -2.583333 1.250000 4.916667 -4.250000 2.750000 2.083333 2.916667 -3.750000 -1.416667 -3.250000
36 64.9178470134 19.9947931322 4.750000 -4.750000 3.250000 3.416667 -4.416667 -2.750000 2.916667 2.916667 4.583333 -0.083333 -3.916667 -2.416667 -1.416667 2.583333 -0.750000 -0.416667 4.583333 -4.250000 -2.416667 1.750000
37 27.5431635969 19.9947931322 0.916667 4.916667 -0.083333 -3.750000 -0.916667 -4.916667 -3.083333 -3.916667 -1.916667 3.416667 1.250000 1.083333 -0.250000 -0.416667 -3.250000 -2.750000 -2.916667 1.583333 4.750000 -1.416667
38 37.2951161271 19.9947931322 -2.416667 -1.750000 3.416667 4.416667 -1.916667 4.250000 1.416667 4.750000 -2.250000 4.750000 2.583333 3.250000 -4.583333 -2.750000 3.916667 -3.916667 2.416667 3.083333 -4.250000 1.250000
39 59.8293847810 19.9947931322 -2.083333 0.916667 -2.583333 -4.416667 -2.750000 -3.250000 3.583333 -4.916667 -4.083333 -0.750000 3.416667 -4.416667 -0.083333 -4.750000 -2.083333 -1.916667 -1.583333 -2.083333 -0.416667 1.416667
40 21.5452973920 19.9947931322 -4.083333 -3.916667 1.416667 2.250000 -4.583333 1.583333 -2.416667 2.750000 -0.750000 -2.750000 -4.583333 2.250000 1.750000 4.750000 4.750000 -4.916667 4.750000 -1.750000 4.916667 4.083333
41 68.4050124238 19.9947931322 1.583333 -0.916667 1.750000 3.750000 2.750000 -4.583333 3.250000 -0.416667 1.416667 -3.583333 0.916667 -4.916667 0.750000 3.583333 -1.083333 2.416667 -1.250000 -2.250000 -3.916667 2.750000
42 280.7397390268 19.9947931322 4.916667 3.916667 -2.083333 -4.250000 -0.583333 -2.416667 -4.916667 3.750000 4.416667 -1.083333 4.250000 -1.750000 -2.083333 4.916667 -4.916667 -2.250000 -2.083333 0.250000 0.750000 -1.083333
43 17.1248628604 17.1248628604 -1.250000 3.750000 -1.083333 -0.583333 1.750000 -3.416667 3.916667 -1.083333 1.750000 0.416667 -4.416667 -0.083333 4.250000 -1.416667 -1.416667 -2.583333 1.750000 3.583333 1.750000 3.083333
44 90.9691871244 17.1248628604 -1.750000 -1.583333 -2.250000 3.583333 1.416667 0.250000 4.750000 -1.750000 -4.916667 1.750000 1.916667 -1.083333 0.916667 0.250000 2.083333 -1.583333 -0.083333 -3.250000 -4.583333 -0.250000
45 32.1647681632 17.1248628604 -3.750000 -4.416667 3.583333 3.916667 -3.250000 0.750000 -0.416667 2.083333 1.083333 2.916667 -1.750000 3.583333 3.416667 3.750000 2.250000 1.416667 3.916667 0.750000 -2.583333 2.416667
46 44.8232632091 17.1248628604 -0.750000 2.250000 0.083333 1.916667 2.583333 -2.083333 -2.083333 -4.416667 -2.416667 -1.250000 0.583333 -4.250000 -3.416667 3.250000 -0.416667 0.916667 1.416667 -1.083333 0.916667 -3.750000
47 80.9600419497 17.1248628604 -0.083333 0.083333 4.416667 -0.916667 4.083333 1.416667 -2.750000 2.416667 3.583333 -4.750000 4.416667 4.583333 2.916667 3.916667 1.416667 -0.083333 -3.750000 -2.583333 -4.083333 -1.916667
48 23.7239507942 17.1248628604 -3.583333 4.250000 2.750000 -0.083333 2.916667 3.416667 -2.250000 1.416667 3.916667 0.583333 -3.750000 2.083333 2.416667 1.083333 1.083333 -4.750000 4.916667 -2.750000 -2.083333 4.750000
49 20.8612652145 17.1248628604 3.416667 -4.250000 2.583333 4.750000 1.250000 -1.083333 2.250000 3.083333 -4.750000 1.416667 2.083333 -1.416667 0.250000 4.583333 3.250000 -4.416667 -0.416667 0.083333 3.083333 0.750000
50 74.8682249892 17.1248628604 -3.916667 0.583333 1.250000 -1.916667 -1.583333 1.750000 2.750000 0.750000 0.083333 -3.416667 -1.250000 -4.583333 -3.583333 -1.583333 3.750000 3.083333 -0.583333 2.750000 -3.416667 2.583333
51 34.5882098475 17.1248628604 0.750000 -2.916667 4.583333 1.750000 -2.583333 -0.583333 0.250000 3.583333 -1.750000 -4.250000 -4.916667 -3.083333 -4.916667 2.416667 4.083333 -1.750000 -4.416667 3.416667 0.583333 -2.583333
52 46.7467834041 17.1248628604 4.416667 -0.416667 3.750000 4.250000 2.416667 0.083333 3.416667 -2.750000 0.250000 2.416667 -1.083333 -2.750000 -1.916667 -3.750000 -4.750000 1.083333 4.250000 -4.750000 2.583333 -4.916667
53 28.7823083370 17.1248628604 -2.583333 0.750000 -4.250000 -1.416667 -4.750000 -3.083333 -2.916667 4.416667 -0.916667 -4.916667 -4.250000 4.916667 0.083333 -0.916667 -3.916667 3.583333 1.583333 4.916667 -0.083333 -3.583333
54 77.3777954681 17.1248628604 2.083333 -1.416667 -0.250000 -4.750000 1.583333 -1.916667 -4.750000 -0.916667 2.916667 2.750000 4.916667 -0.750000 -3.750000 1.416667 4.916667 0.250000 2.250000 -2.916667 -1.250000 -1.250000
55 51.4099309475 17.1248628604 3.916667 4.083333 0.250000 -0.250000 4.250000 0.916667 0.416667 -3.250000 1.250000 2.583333 2.416667 4.083333 3.750000 1.916667 -2.416667 0.083333 1.250000 -1.583333 4.250000 -2.750000
56 102.9307238510 17.1248628604 1.250000 -1.916667 -1.416667 -3.416667 0.583333 4.583333 -3.750000 1.583333 -4.416667 3.583333 -2.416667 0.416667 -4.416667 -2.250000 -2.250000 0.416667 2.083333 -4.416667 0.250000 -0.916667
57 29.5544409439 17.1248628604 1.750000 4.416667 -0.416667 -3.583333 -2.083333 -1.250000 -3.250000 -4.083333 -3.250000 -2.083333 1.416667 1.750000 3.916667 -3.250000 -2.583333 2.750000 0.583333 1.750000 -1.583333 -4.750000
58 116.7569688796 17.1248628604 0.416667 1.750000 -4.583333 -0.416667 -3.416667 2.750000 -2.583333 3.416667 2.250000 -2.416667 2.750000 -3.250000 -0.416667 -0.250000 -3.583333 3.916667 -4.250000 -0.250000 2.750000 -3.416667
59 52.3992363993 17.1248628604 -3.250000 -0.583333 -2.750000 0.250000 -2.416667 -4.083333 0.750000 3.250000 2.416667 3.250000 -2.250000 -2.583333 4.750000 3.416667 0.750000 -1.250000 -3.416667 -1.416667 -0.750000 -2.916667
60 79.7063555603 17.1248628604 3.083333 2.416667 -2.416667 4.583333 3.750000 -0.416667 1.250000 2.250000 3.750000 -4.583333 4.083333 -4.083333 1.083333 -2.916667 0.250000 1.583333 3.583333 2.916667 -1.083333 0.250000
61 9.7211212772 9.7211212772 1.510788 3.799939 1.725575 -2.236894 -1.098411 -4.165323 -3.522795 -1.561903 1.494954 2.194402 0.326823 1.455400 0.088978 1.602094 -1.093188 -4.056635 0.365612 -0.045146 3.322320 -0.587086
62 20.6963683977 9.7211212772 -0.633671 0.383327 -0.437459 0.094900 -0.282751 -0.356463 0.830958 0.093309 0.200687 0.421200 0.853674 1.337081 -0.636982 -2.881051 -2.635176 -0.643517 1.888027 1.091678 -0.427779 -0.351860
63 10.5390876924 9.7211212772 -2.456233 0.262513 1.963389 -2.360183 -0.626677 -2.315015 -2.461734 0.225827 -1.890438 1.974477 -4.257291 1.830945 -0.974582 -0.155966 1.952377 -2.845543 0.176928 -1.217704 3.121661 -1.420546
64 14.1214803343 9.7211212772 -1.339576 0.206920 1.081239 -0.282827 -1.737102 -1.151874 -0.003610 -1.173875 -0.813185 1.395241 -3.558905 0.673799 0.149845 1.189450 0.406506 -2.179764 1.294455 1.182789 3.883709 1.381910
65 48.0713893163 9.7211212772 -2.473907 -3.072580 2.716408 2.549624 -0.037995 0.198583 3.516888 4.695611 1.471468 2.654567 -2.893567 0.333870 1.171874 4.789411 2.866813 -1.630888 -3.632792 -2.074562 -1.432728 3.313505
